Packet number, Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Acceleromter Y (g),Accelerometer Z (g), Magnetometer X (G), Magnetometer Y (G), Magnetometer Z (G)
266,-12.673,-16.599,-13.593,  -0.172,  0.052, -1.089, -0.254,  0.009, -0.222
267, -5.720, 11.798,  9.458,  -0.018, -0.090, -0.928, -0.250,  0.012, -0.225
268, -6.370,  4.112, -8.778,  -0.207, -0.020, -1.160, -0.255,  0.006, -0.220
269,-14.894,  0.404,  6.370,   0.020, -0.095, -0.877, -0.245,  0.006, -0.227
270, -4.381, -8.778, -2.094,  -0.031,  0.013, -1.037, -0.237,  0.011, -0.232
271, -8.479,  2.938, 14.184,   0.038,  0.007, -1.010, -0.232,  0.011, -0.232
272, -8.890,  7.178,  9.967,   0.003, -0.002, -1.098, -0.222,  0.014, -0.231
273,-13.316,  0.164,  4.067,  -0.103,  0.004, -1.029, -0.215,  0.013, -0.220
274,  3.320, -2.378, 13.937,  -0.221,  0.043, -1.217, -0.206,  0.016, -0.222
275, -1.451,  8.374,  8.583,  -0.141, -0.074, -0.958, -0.200,  0.017, -0.220
276,  1.002, -9.608, -2.811,  -0.167,  0.018, -1.162, -0.196,  0.026, -0.216
277, -3.454, -6.094, -4.352,  -0.166,  0.109, -1.089, -0.194,  0.022, -0.217
278, -9.608,  0.000, -0.217,  -0.119,  0.021, -1.085, -0.191,  0.029, -0.209
279,-21.817,-11.626, -5.196,  -0.218,  0.043, -1.068, -0.187,  0.015, -0.225
